/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_06.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_04.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_01.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_05.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_03.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_08/v_riding_08_02.avi,4
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_05.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_03.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_02.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_06.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_01.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_20/v_tennis_20_04.avi,7
/content/action_youtube_naudio/trampoline_jumping/v_jumping_25/v_jumping_25_02.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_25/v_jumping_25_01.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_25/v_jumping_25_04.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_25/v_jumping_25_03.avi,8
/content/action_youtube_naudio/swing/v_swing_12/v_swing_12_04.avi,6
/content/action_youtube_naudio/swing/v_swing_12/v_swing_12_02.avi,6
/content/action_youtube_naudio/swing/v_swing_12/v_swing_12_03.avi,6
/content/action_youtube_naudio/swing/v_swing_12/v_swing_12_01.avi,6
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_03.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_06.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_02.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_04.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_01.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_02/v_jumping_02_05.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_02.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_05.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_03.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_01.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_04.avi,8
/content/action_youtube_naudio/trampoline_jumping/v_jumping_09/v_jumping_09_06.avi,8
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_05.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_01.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_07.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_06.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_02.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_03.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_04/v_tennis_04_04.avi,7
/content/action_youtube_naudio/basketball/v_shooting_05/v_shooting_05_01.avi,0
/content/action_youtube_naudio/basketball/v_shooting_05/v_shooting_05_04.avi,0
/content/action_youtube_naudio/basketball/v_shooting_05/v_shooting_05_02.avi,0
/content/action_youtube_naudio/basketball/v_shooting_05/v_shooting_05_03.avi,0
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_02.avi,9
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_01.avi,9
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_05.avi,9
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_03.avi,9
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_06.avi,9
/content/action_youtube_naudio/volleyball_spiking/v_spiking_08/v_spiking_08_04.avi,9
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_06.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_04.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_01.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_05.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_02.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_07.avi,4
/content/action_youtube_naudio/horse_riding/v_riding_12/v_riding_12_03.avi,4
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_07.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_05.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_04.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_02.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_01.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_06.avi,2
/content/action_youtube_naudio/diving/v_diving_04/v_diving_04_03.avi,2
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_01.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_06.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_05.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_02.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_03.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_22/v_tennis_22_04.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_02.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_03.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_05.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_01.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_04.avi,7
/content/action_youtube_naudio/tennis_swing/v_tennis_24/v_tennis_24_06.avi,7
/content/action_youtube_naudio/biking/v_biking_06/v_biking_06_05.avi,1
/content/action_youtube_naudio/biking/v_biking_06/v_biking_06_01.avi,1
/content/action_youtube_naudio/biking/v_biking_06/v_biking_06_03.avi,1
/content/action_youtube_naudio/biking/v_biking_06/v_biking_06_04.avi,1
/content/action_youtube_naudio/biking/v_biking_06/v_biking_06_02.avi,1
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_04.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_07.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_02.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_03.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_06.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_08.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_01.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_17/v_golf_17_05.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_01.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_03.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_07.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_05.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_06.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_04.avi,3
/content/action_youtube_naudio/golf_swing/v_golf_20/v_golf_20_02.avi,3
